2019-08-21 13:53:13.263457;15
2019-08-21 13:53:17.273216;15
2019-08-21 13:53:21.274297;15
2019-08-21 13:53:25.282470;15
2019-08-21 13:53:29.291390;15
2019-08-21 13:53:33.300363;15
2019-08-21 13:53:37.310825;15
2019-08-21 13:53:41.319804;15
2019-08-21 13:53:45.328356;15
2019-08-21 13:53:49.337092;15
2019-08-21 13:53:53.347169;15
2019-08-21 13:53:57.356305;15
2019-08-21 13:54:01.366860;15
2019-08-21 13:54:05.376052;15
2019-08-21 13:54:09.386242;15
2019-08-21 13:54:13.396327;15
2019-08-21 13:54:17.407408;15
2019-08-21 13:54:21.418150;15
2019-08-21 13:54:25.428150;15
2019-08-21 13:54:29.438498;15
2019-08-21 13:54:33.448425;15
2019-08-21 13:54:37.458832;15
2019-08-21 13:54:41.468517;15
2019-08-21 13:54:45.475984;15
2019-08-21 13:54:49.488006;15
2019-08-21 13:54:53.498422;15
2019-08-21 13:54:57.509324;15
2019-08-21 13:55:01.517701;15
2019-08-21 13:55:05.527188;15
2019-08-21 13:55:09.537720;15
2019-08-21 13:55:13.548660;15
2019-08-21 13:55:17.557381;15
2019-08-21 13:55:21.567735;15
2019-08-21 13:55:25.578451;15
2019-08-21 13:55:29.588452;15
2019-08-21 13:55:33.599544;15
2019-08-21 13:55:37.610997;15
2019-08-21 13:55:41.620936;15
2019-08-21 13:55:45.631027;15
2019-08-21 13:55:49.639899;15
2019-08-21 13:55:53.650439;15
2019-08-21 13:55:57.659339;15
2019-08-21 13:56:01.668163;15
2019-08-21 13:56:05.677102;15
2019-08-21 13:56:09.686400;15
2019-08-21 13:56:13.695324;15
2019-08-21 13:56:17.704228;15
2019-08-21 13:56:21.714367;15
2019-08-21 13:56:25.724674;15
2019-08-21 13:56:29.735483;15
2019-08-21 13:56:33.745364;15
2019-08-21 13:56:37.756098;15
2019-08-21 13:56:41.766728;15
2019-08-21 13:56:45.777319;15
2019-08-21 13:56:49.787770;15
2019-08-21 13:56:53.798246;15
2019-08-21 13:56:57.808322;15
2019-08-21 13:57:01.819258;15
2019-08-21 13:57:05.829620;15
2019-08-21 13:57:09.839896;15
2019-08-21 13:57:13.850166;15
2019-08-21 13:57:17.857461;15
2019-08-21 13:57:21.866889;15
2019-08-21 13:57:25.875911;15
2019-08-21 13:57:29.886088;15
2019-08-21 13:57:33.896404;15
2019-08-21 13:57:37.907464;15
2019-08-21 13:57:41.917333;15
2019-08-21 13:57:45.928136;15
2019-08-21 13:57:49.938202;15
2019-08-21 13:57:53.948192;15
2019-08-21 13:57:57.958456;15
2019-08-21 13:58:01.968339;15
2019-08-21 13:58:05.979151;15
2019-08-21 13:58:09.988020;15
2019-08-21 13:58:13.998983;15
2019-08-21 13:58:18.005386;15
2019-08-21 13:58:22.014671;15
2019-08-21 13:58:26.024683;15
2019-08-21 13:58:30.032437;15
2019-08-21 13:58:34.042773;15
2019-08-21 13:58:38.050170;15
2019-08-21 13:58:42.060255;15
2019-08-21 13:58:46.070651;15
2019-08-21 13:58:50.081579;15
2019-08-21 13:58:54.092274;15
2019-08-21 13:58:58.102422;15
2019-08-21 13:59:02.111527;15
2019-08-21 13:59:06.122844;15
2019-08-21 13:59:10.131793;15
2019-08-21 13:59:14.141682;15
2019-08-21 13:59:18.150495;15
2019-08-21 13:59:22.160660;15
2019-08-21 13:59:26.171317;15
2019-08-21 13:59:30.182576;15
2019-08-21 13:59:34.192317;15
2019-08-21 13:59:38.202402;15
2019-08-21 13:59:42.211481;15
2019-08-21 13:59:46.221293;15
